comparison_id,family,source_table,source_row,comparison,formal_null_test_run,raw_p_value,adjusted_p_value,correction_rule,reason_no_adjustment,quantity_status,source_row_number_id
F_evaluation-0086,F_evaluation,model_subgroups,24,age_band|age_ge_65|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0086-SOURCE_ROW
F_evaluation-0087,F_evaluation,model_subgroups,25,age_band|age_lt_40|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0087-SOURCE_ROW
F_evaluation-0088,F_evaluation,model_subgroups,26,age_band|age_lt_40|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0088-SOURCE_ROW
F_evaluation-0089,F_evaluation,model_subgroups,27,age_band|age_lt_40|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0089-SOURCE_ROW
F_evaluation-0090,F_evaluation,model_subgroups,28,age_band|age_lt_40|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0090-SOURCE_ROW
F_evaluation-0091,F_evaluation,model_subgroups,29,service|A-CARD|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0091-SOURCE_ROW
F_evaluation-0092,F_evaluation,model_subgroups,30,service|A-CARD|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0092-SOURCE_ROW
F_evaluation-0093,F_evaluation,model_subgroups,31,service|A-CARD|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0093-SOURCE_ROW
F_evaluation-0094,F_evaluation,model_subgroups,32,service|A-CARD|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0094-SOURCE_ROW
F_evaluation-0095,F_evaluation,model_subgroups,33,service|A-ENT|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0095-SOURCE_ROW
F_evaluation-0096,F_evaluation,model_subgroups,34,service|A-ENT|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0096-SOURCE_ROW
F_evaluation-0097,F_evaluation,model_subgroups,35,service|A-ENT|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0097-SOURCE_ROW
F_evaluation-0098,F_evaluation,model_subgroups,36,service|A-ENT|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0098-SOURCE_ROW
F_evaluation-0099,F_evaluation,model_subgroups,37,service|A-GEN|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0099-SOURCE_ROW
F_evaluation-0100,F_evaluation,model_subgroups,38,service|A-GEN|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0100-SOURCE_ROW
F_evaluation-0101,F_evaluation,model_subgroups,39,service|A-GEN|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0101-SOURCE_ROW
F_evaluation-0102,F_evaluation,model_subgroups,40,service|A-GEN|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0102-SOURCE_ROW
F_evaluation-0103,F_evaluation,model_subgroups,41,service|A-GYN|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0103-SOURCE_ROW
F_evaluation-0104,F_evaluation,model_subgroups,42,service|A-GYN|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0104-SOURCE_ROW
F_evaluation-0105,F_evaluation,model_subgroups,43,service|A-GYN|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0105-SOURCE_ROW
F_evaluation-0106,F_evaluation,model_subgroups,44,service|A-GYN|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0106-SOURCE_ROW
F_evaluation-0107,F_evaluation,model_subgroups,45,service|A-NEURO|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0107-SOURCE_ROW
F_evaluation-0108,F_evaluation,model_subgroups,46,service|A-NEURO|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0108-SOURCE_ROW
F_evaluation-0109,F_evaluation,model_subgroups,47,service|A-NEURO|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0109-SOURCE_ROW
F_evaluation-0110,F_evaluation,model_subgroups,48,service|A-NEURO|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0110-SOURCE_ROW
F_evaluation-0111,F_evaluation,model_subgroups,49,service|A-OPHT|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0111-SOURCE_ROW
F_evaluation-0112,F_evaluation,model_subgroups,50,service|A-OPHT|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0112-SOURCE_ROW
F_evaluation-0113,F_evaluation,model_subgroups,51,service|A-OPHT|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0113-SOURCE_ROW
F_evaluation-0114,F_evaluation,model_subgroups,52,service|A-OPHT|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0114-SOURCE_ROW
F_evaluation-0115,F_evaluation,model_subgroups,53,service|A-ORTH|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0115-SOURCE_ROW
F_evaluation-0116,F_evaluation,model_subgroups,54,service|A-ORTH|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0116-SOURCE_ROW
F_evaluation-0117,F_evaluation,model_subgroups,55,service|A-ORTH|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0117-SOURCE_ROW
F_evaluation-0118,F_evaluation,model_subgroups,56,service|A-ORTH|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0118-SOURCE_ROW
F_evaluation-0119,F_evaluation,model_subgroups,57,service|A-PAED|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0119-SOURCE_ROW
F_evaluation-0120,F_evaluation,model_subgroups,58,service|A-PAED|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0120-SOURCE_ROW
F_evaluation-0121,F_evaluation,model_subgroups,59,service|A-PAED|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0121-SOURCE_ROW
F_evaluation-0122,F_evaluation,model_subgroups,60,service|A-PAED|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0122-SOURCE_ROW
F_evaluation-0123,F_evaluation,model_subgroups,61,service|A-PLAS|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0123-SOURCE_ROW
F_evaluation-0124,F_evaluation,model_subgroups,62,service|A-PLAS|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0124-SOURCE_ROW
F_evaluation-0125,F_evaluation,model_subgroups,63,service|A-PLAS|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0125-SOURCE_ROW
F_evaluation-0126,F_evaluation,model_subgroups,64,service|A-PLAS|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0126-SOURCE_ROW
F_evaluation-0127,F_evaluation,model_subgroups,65,service|A-THOR|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0127-SOURCE_ROW
F_evaluation-0128,F_evaluation,model_subgroups,66,service|A-THOR|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0128-SOURCE_ROW
F_evaluation-0129,F_evaluation,model_subgroups,67,service|A-THOR|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0129-SOURCE_ROW
F_evaluation-0130,F_evaluation,model_subgroups,68,service|A-THOR|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0130-SOURCE_ROW
F_evaluation-0131,F_evaluation,model_subgroups,69,service|A-URO|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0131-SOURCE_ROW
F_evaluation-0132,F_evaluation,model_subgroups,70,service|A-URO|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0132-SOURCE_ROW
F_evaluation-0133,F_evaluation,model_subgroups,71,service|A-URO|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0133-SOURCE_ROW
F_evaluation-0134,F_evaluation,model_subgroups,72,service|A-URO|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0134-SOURCE_ROW
F_evaluation-0135,F_evaluation,model_subgroups,73,service|A-VASC|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0135-SOURCE_ROW
F_evaluation-0136,F_evaluation,model_subgroups,74,service|A-VASC|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0136-SOURCE_ROW
F_evaluation-0137,F_evaluation,model_subgroups,75,service|A-VASC|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0137-SOURCE_ROW
F_evaluation-0138,F_evaluation,model_subgroups,76,service|A-VASC|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0138-SOURCE_ROW
F_evaluation-0139,F_evaluation,model_subgroups,77,service|B-CARD|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0139-SOURCE_ROW
F_evaluation-0140,F_evaluation,model_subgroups,78,service|B-CARD|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0140-SOURCE_ROW
F_evaluation-0141,F_evaluation,model_subgroups,79,service|B-CARD|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0141-SOURCE_ROW
F_evaluation-0142,F_evaluation,model_subgroups,80,service|B-CARD|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0142-SOURCE_ROW
F_evaluation-0143,F_evaluation,model_subgroups,81,service|B-ENT|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0143-SOURCE_ROW
F_evaluation-0144,F_evaluation,model_subgroups,82,service|B-ENT|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0144-SOURCE_ROW
F_evaluation-0145,F_evaluation,model_subgroups,83,service|B-ENT|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0145-SOURCE_ROW
F_evaluation-0146,F_evaluation,model_subgroups,84,service|B-ENT|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0146-SOURCE_ROW
F_evaluation-0147,F_evaluation,model_subgroups,85,service|B-GEN|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0147-SOURCE_ROW
F_evaluation-0148,F_evaluation,model_subgroups,86,service|B-GEN|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0148-SOURCE_ROW
F_evaluation-0149,F_evaluation,model_subgroups,87,service|B-GEN|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0149-SOURCE_ROW
F_evaluation-0150,F_evaluation,model_subgroups,88,service|B-GEN|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0150-SOURCE_ROW
F_evaluation-0151,F_evaluation,model_subgroups,89,service|B-GYN|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0151-SOURCE_ROW
F_evaluation-0152,F_evaluation,model_subgroups,90,service|B-GYN|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0152-SOURCE_ROW
F_evaluation-0153,F_evaluation,model_subgroups,91,service|B-GYN|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0153-SOURCE_ROW
F_evaluation-0154,F_evaluation,model_subgroups,92,service|B-GYN|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0154-SOURCE_ROW
F_evaluation-0155,F_evaluation,model_subgroups,93,service|B-NEURO|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0155-SOURCE_ROW
F_evaluation-0156,F_evaluation,model_subgroups,94,service|B-NEURO|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0156-SOURCE_ROW
F_evaluation-0157,F_evaluation,model_subgroups,95,service|B-NEURO|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0157-SOURCE_ROW
F_evaluation-0158,F_evaluation,model_subgroups,96,service|B-NEURO|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0158-SOURCE_ROW
F_evaluation-0159,F_evaluation,model_subgroups,97,service|B-OPHT|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0159-SOURCE_ROW
F_evaluation-0160,F_evaluation,model_subgroups,98,service|B-OPHT|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0160-SOURCE_ROW
F_evaluation-0161,F_evaluation,model_subgroups,99,service|B-OPHT|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0161-SOURCE_ROW
F_evaluation-0162,F_evaluation,model_subgroups,100,service|B-OPHT|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0162-SOURCE_ROW
F_evaluation-0163,F_evaluation,model_subgroups,101,service|B-ORTH|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0163-SOURCE_ROW
F_evaluation-0164,F_evaluation,model_subgroups,102,service|B-ORTH|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0164-SOURCE_ROW
F_evaluation-0165,F_evaluation,model_subgroups,103,service|B-ORTH|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0165-SOURCE_ROW
F_evaluation-0166,F_evaluation,model_subgroups,104,service|B-ORTH|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0166-SOURCE_ROW
F_evaluation-0167,F_evaluation,model_subgroups,105,service|B-PAED|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0167-SOURCE_ROW
F_evaluation-0168,F_evaluation,model_subgroups,106,service|B-PAED|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0168-SOURCE_ROW
F_evaluation-0169,F_evaluation,model_subgroups,107,service|B-PAED|brier,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0169-SOURCE_ROW
F_evaluation-0170,F_evaluation,model_subgroups,108,service|B-PAED|net_benefit,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0170-SOURCE_ROW
F_evaluation-0171,F_evaluation,model_subgroups,109,service|B-PLAS|sensitivity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0171-SOURCE_ROW
F_evaluation-0172,F_evaluation,model_subgroups,110,service|B-PLAS|specificity,False,,,Benjamini_Yekutieli_FDR_0.05_if_formal_tests_are_run,frozen_sensitivity_rule_estimates_and_intervals_only_no_new_null_tests,comparison_registered_no_formal_test,N-EVALUATION-COMPARISON-LEDGER-0172-SOURCE_ROW
